no,name,type1,type2,sprite_override,sprite_url,yakkun_url
187,ハネッコ,くさ,ひこう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.png,https://yakkun.com/sv/zukan/n187
188,ポポッコ,くさ,ひこう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/188.png,https://yakkun.com/sv/zukan/n188
189,ワタッコ,くさ,ひこう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.png,https://yakkun.com/sv/zukan/n189
190,エイパム,ノーマル,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/190.png,https://yakkun.com/sv/zukan/n190
191,ヒマナッツ,くさ,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/191.png,https://yakkun.com/sv/zukan/n191
192,キマワリ,くさ,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png,https://yakkun.com/sv/zukan/n192
193,ヤンヤンマ,むし,ひこう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png,https://yakkun.com/sv/zukan/n193
194,ウパー,みず,じめん,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png,https://yakkun.com/sv/zukan/n194
195,ヌオー,みず,じめん,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png,https://yakkun.com/sv/zukan/n195
196,エーフィ,エスパー,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png,https://yakkun.com/sv/zukan/n196
197,ブラッキー,あく,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/197.png,https://yakkun.com/sv/zukan/n197
198,ヤミカラス,あく,ひこう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.png,https://yakkun.com/sv/zukan/n198
199,ヤドキング,みず,エスパー,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.png,https://yakkun.com/sv/zukan/n199
200,ムウマ,ゴースト,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/200.png,https://yakkun.com/sv/zukan/n200
201,アンノーン,エスパー,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/201.png,https://yakkun.com/sv/zukan/n201
202,ソーナンス,エスパー,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/202.png,https://yakkun.com/sv/zukan/n202
203,キリンリキ,ノーマル,エスパー,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png,https://yakkun.com/sv/zukan/n203
204,クヌギダマ,むし,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/204.png,https://yakkun.com/sv/zukan/n204
205,フォレトス,むし,はがね,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png,https://yakkun.com/sv/zukan/n205
206,ノコッチ,ノーマル,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png,https://yakkun.com/sv/zukan/n206
207,グライガー,じめん,ひこう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png,https://yakkun.com/sv/zukan/n207
208,ハガネール,はがね,じめん,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png,https://yakkun.com/sv/zukan/n208
209,ブルー,フェアリー,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png,https://yakkun.com/sv/zukan/n209
210,グランブル,フェアリー,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png,https://yakkun.com/sv/zukan/n210
211,ハリーセン,みず,どく,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png,https://yakkun.com/sv/zukan/n211
212,ハッサム,むし,はがね,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png,https://yakkun.com/sv/zukan/n212
213,スボミー,むし,いわ,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png,https://yakkun.com/sv/zukan/n213
214,ヘラクロス,むし,かくとう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png,https://yakkun.com/sv/zukan/n214
215,ニューラ,あく,こおり,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png,https://yakkun.com/sv/zukan/n215
216,ヒメグマ,ノーマル,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png,https://yakkun.com/sv/zukan/n216
217,リングマ,ノーマル,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png,https://yakkun.com/sv/zukan/n217
218,マグマッグ,ほのお,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png,https://yakkun.com/sv/zukan/n218
219,マグカルゴ,ほのお,いわ,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png,https://yakkun.com/sv/zukan/n219
220,ウリムー,こおり,じめん,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png,https://yakkun.com/sv/zukan/n220
221,イノムー,こおり,じめん,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png,https://yakkun.com/sv/zukan/n221
222,サニーゴ,みず,いわ,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png,https://yakkun.com/sv/zukan/n222
223,テッポウオ,みず,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png,https://yakkun.com/sv/zukan/n223
224,オクタン,みず,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png,https://yakkun.com/sv/zukan/n224
225,デリバード,こおり,ひこう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png,https://yakkun.com/sv/zukan/n225
226,マンタイン,みず,ひこう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png,https://yakkun.com/sv/zukan/n226
227,エアームド,はがね,ひこう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png,https://yakkun.com/sv/zukan/n227
228,デルビル,あく,ほのお,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png,https://yakkun.com/sv/zukan/n228
229,ヘルガー,あく,ほのお,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png,https://yakkun.com/sv/zukan/n229
230,キングドラ,みず,ドラゴン,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png,https://yakkun.com/sv/zukan/n230
231,ゴマゾウ,じめん,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png,https://yakkun.com/sv/zukan/n231
232,ドンファン,じめん,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png,https://yakkun.com/sv/zukan/n232
233,ポリゴン２,ノーマル,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png,https://yakkun.com/sv/zukan/n233
234,オドシシ,ノーマル,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png,https://yakkun.com/sv/zukan/n234
235,ドーブル,ノーマル,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png,https://yakkun.com/sv/zukan/n235
236,バルキー,かくとう,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png,https://yakkun.com/sv/zukan/n236
237,カポエラー,かくとう,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png,https://yakkun.com/sv/zukan/n237
238,ムチュール,こおり,エスパー,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png,https://yakkun.com/sv/zukan/n238
239,エレキッド,でんき,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png,https://yakkun.com/sv/zukan/n239
240,ブビィ,ほのお,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png,https://yakkun.com/sv/zukan/n240
241,ミルタンク,ノーマル,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png,https://yakkun.com/sv/zukan/n241
242,ハピナス,ノーマル,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png,https://yakkun.com/sv/zukan/n242
243,ライコウ,でんき,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png,https://yakkun.com/sv/zukan/n243
244,エンテイ,ほのお,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png,https://yakkun.com/sv/zukan/n244
245,スイクン,みず,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png,https://yakkun.com/sv/zukan/n245
246,ヨーギラス,いわ,じめん,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png,https://yakkun.com/sv/zukan/n246
247,サナギラス,いわ,じめん,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png,https://yakkun.com/sv/zukan/n247
248,バンギラス,いわ,あく,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png,https://yakkun.com/sv/zukan/n248
249,ルギア,エスパー,ひこう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png,https://yakkun.com/sv/zukan/n249
250,ホウオウ,ほのお,ひこう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png,https://yakkun.com/sv/zukan/n250
251,セレビィ,エスパー,くさ,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png,https://yakkun.com/sv/zukan/n251
252,キモリ,くさ,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png,https://yakkun.com/sv/zukan/n252
253,ジュプトル,くさ,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png,https://yakkun.com/sv/zukan/n253
254,ジュカイン,くさ,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png,https://yakkun.com/sv/zukan/n254
255,アチャモ,ほのお,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png,https://yakkun.com/sv/zukan/n255
256,ワカシャモ,ほのお,かくとう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png,https://yakkun.com/sv/zukan/n256
257,バシャーモ,ほのお,かくとう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png,https://yakkun.com/sv/zukan/n257
258,ミズゴロウ,みず,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png,https://yakkun.com/sv/zukan/n258
259,ヌマクロー,みず,じめん,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png,https://yakkun.com/sv/zukan/n259
260,ラグラージ,みず,じめん,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png,https://yakkun.com/sv/zukan/n260
261,ポチエナ,あく,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png,https://yakkun.com/sv/zukan/n261
262,グラエナ,あく,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png,https://yakkun.com/sv/zukan/n262
263,ジグザグマ,ノーマル,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png,https://yakkun.com/sv/zukan/n263
264,マッスグマ,ノーマル,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png,https://yakkun.com/sv/zukan/n264
265,ケムッソ,むし,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png,https://yakkun.com/sv/zukan/n265
266,カラサリス,むし,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png,https://yakkun.com/sv/zukan/n266
267,アゲハント,むし,ひこう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png,https://yakkun.com/sv/zukan/n267
268,マユルド,むし,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png,https://yakkun.com/sv/zukan/n268
269,ドクケイル,むし,どく,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png,https://yakkun.com/sv/zukan/n269
270,ハスボー,みず,くさ,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png,https://yakkun.com/sv/zukan/n270
271,ハスブレロ,みず,くさ,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png,https://yakkun.com/sv/zukan/n271
272,ルンパッパ,みず,くさ,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png,https://yakkun.com/sv/zukan/n272
273,タネボー,くさ,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png,https://yakkun.com/sv/zukan/n273
274,コノハナ,くさ,あく,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png,https://yakkun.com/sv/zukan/n274
275,ダーテング,くさ,あく,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png,https://yakkun.com/sv/zukan/n275
276,キャモメ,ノーマル,ひこう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png,https://yakkun.com/sv/zukan/n276
277,ペリッパー,みず,ひこう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png,https://yakkun.com/sv/zukan/n277
278,ラルトス,エスパー,フェアリー,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png,https://yakkun.com/sv/zukan/n278
279,キルリア,エスパー,フェアリー,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png,https://yakkun.com/sv/zukan/n279
280,サーナイト,エスパー,フェアリー,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png,https://yakkun.com/sv/zukan/n280
281,アメタマ,むし,みず,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png,https://yakkun.com/sv/zukan/n281
282,アメモース,むし,ひこう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png,https://yakkun.com/sv/zukan/n282
283,キノコ,くさ,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png,https://yakkun.com/sv/zukan/n283
284,キノガッサ,くさ,かくとう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png,https://yakkun.com/sv/zukan/n284
285,ナマケロ,ノーマル,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png,https://yakkun.com/sv/zukan/n285
286,ヤルキモノ,ノーマル,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png,https://yakkun.com/sv/zukan/n286
287,ケッキング,ノーマル,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png,https://yakkun.com/sv/zukan/n287
288,ヘイガニ,みず,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png,https://yakkun.com/sv/zukan/n288
289,シザリガー,みず,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png,https://yakkun.com/sv/zukan/n289
290,ツチニン,むし,じめん,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png,https://yakkun.com/sv/zukan/n290
291,テッカニン,むし,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png,https://yakkun.com/sv/zukan/n291
292,ヌケニン,むし,ゴースト,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png,https://yakkun.com/sv/zukan/n292
293,ゴニョニョ,ノーマル,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png,https://yakkun.com/sv/zukan/n293
294,ドゴーム,ノーマル,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png,https://yakkun.com/sv/zukan/n294
295,バクオング,ノーマル,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png,https://yakkun.com/sv/zukan/n295
296,マクノシタ,かくとう,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png,https://yakkun.com/sv/zukan/n296
297,ハリテヤマ,かくとう,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png,https://yakkun.com/sv/zukan/n297
298,ルリリ,ノーマル,フェアリー,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png,https://yakkun.com/sv/zukan/n298
299,ノズパス,いわ,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png,https://yakkun.com/sv/zukan/n299
300,エネコ,ノーマル,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png,https://yakkun.com/sv/zukan/n300
301,エネコロロ,ノーマル,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png,https://yakkun.com/sv/zukan/n301
302,ヤミラミ,あく,ゴースト,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png,https://yakkun.com/sv/zukan/n302
303,クチート,はがね,フェアリー,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png,https://yakkun.com/sv/zukan/n303
304,ドッコラー,はがね,いわ,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png,https://yakkun.com/sv/zukan/n304
305,ドスコイ,はがね,いわ,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png,https://yakkun.com/sv/zukan/n305
306,ボスゴドラ,はがね,いわ,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png,https://yakkun.com/sv/zukan/n306
307,アサナン,かくとう,エスパー,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png,https://yakkun.com/sv/zukan/n307
308,チャーレム,かくとう,エスパー,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png,https://yakkun.com/sv/zukan/n308
309,ラクライ,でんき,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png,https://yakkun.com/sv/zukan/n309
310,ライボルト,でんき,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png,https://yakkun.com/sv/zukan/n310
311,プラスル,でんき,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png,https://yakkun.com/sv/zukan/n311
312,マイナン,でんき,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png,https://yakkun.com/sv/zukan/n312
313,バルビート,むし,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png,https://yakkun.com/sv/zukan/n313
314,イルミーゼ,むし,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png,https://yakkun.com/sv/zukan/n314
315,ロゼリア,くさ,どく,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png,https://yakkun.com/sv/zukan/n315
316,ゴクリン,どく,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png,https://yakkun.com/sv/zukan/n316
317,マルノーム,どく,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png,https://yakkun.com/sv/zukan/n317
318,キバニア,みず,あく,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png,https://yakkun.com/sv/zukan/n318
319,サメハダー,みず,あく,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png,https://yakkun.com/sv/zukan/n319
320,ホエルコ,みず,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png,https://yakkun.com/sv/zukan/n320
321,ホエルオー,みず,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png,https://yakkun.com/sv/zukan/n321
322,ドンメル,ほのお,じめん,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png,https://yakkun.com/sv/zukan/n322
323,バクーダ,ほのお,じめん,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png,https://yakkun.com/sv/zukan/n323
324,コータス,ほのお,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png,https://yakkun.com/sv/zukan/n324
325,バネブー,エスパー,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png,https://yakkun.com/sv/zukan/n325
326,ブーピッグ,エスパー,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png,https://yakkun.com/sv/zukan/n326
327,パッチール,ノーマル,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png,https://yakkun.com/sv/zukan/n327
328,ナックラー,じめん, ,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png,https://yakkun.com/sv/zukan/n328
329,ビブラーバ,じめん,ドラゴン,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png,https://yakkun.com/sv/zukan/n329
330,フライゴン,じめん,ドラゴン,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png,https://yakkun.com/sv/zukan/n330
331,サボネア,くさ,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png,https://yakkun.com/sv/zukan/n331
332,ノクタス,くさ,あく,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png,https://yakkun.com/sv/zukan/n332
333,チルット,ノーマル,ひこう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png,https://yakkun.com/sv/zukan/n333
334,チルタリス,ドラゴン,ひこう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png,https://yakkun.com/sv/zukan/n334
335,ザングース,ノーマル,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png,https://yakkun.com/sv/zukan/n335
336,ハブネーク,どく,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png,https://yakkun.com/sv/zukan/n336
337,ルナトーン,いわ,エスパー,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png,https://yakkun.com/sv/zukan/n337
338,ソルロック,いわ,エスパー,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png,https://yakkun.com/sv/zukan/n338
339,ドジョッチ,みず,じめん,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png,https://yakkun.com/sv/zukan/n339
340,ナマズン,みず,じめん,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png,https://yakkun.com/sv/zukan/n340
341,ヘイガニ,みず,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png,https://yakkun.com/sv/zukan/n341
342,シザリガー,みず,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png,https://yakkun.com/sv/zukan/n342
343,ヤジロン,エスパー,じめん,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png,https://yakkun.com/sv/zukan/n343
344,ネンドール,エスパー,じめん,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png,https://yakkun.com/sv/zukan/n344
345,リリーラ,いわ,くさ,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png,https://yakkun.com/sv/zukan/n345
346,ユレイドル,いわ,くさ,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png,https://yakkun.com/sv/zukan/n346
347,アノプス,いわ,みず,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png,https://yakkun.com/sv/zukan/n347
348,アーマルド,いわ,むし,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png,https://yakkun.com/sv/zukan/n348
349,ヒンバス,みず,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png,https://yakkun.com/sv/zukan/n349
350,ミロカロス,みず,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png,https://yakkun.com/sv/zukan/n350
351,ポワルン,ノーマル,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png,https://yakkun.com/sv/zukan/n351
352,カクレオン,ノーマル,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png,https://yakkun.com/sv/zukan/n352
353,カゲボウズ,ゴースト,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png,https://yakkun.com/sv/zukan/n353
354,ジュペッタ,ゴースト,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png,https://yakkun.com/sv/zukan/n354
355,ヨマワル,ゴースト,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png,https://yakkun.com/sv/zukan/n355
356,サマヨール,ゴースト,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png,https://yakkun.com/sv/zukan/n356
357,トロピウス,くさ,ひこう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png,https://yakkun.com/sv/zukan/n357
358,チリーン,エスパー,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png,https://yakkun.com/sv/zukan/n358
359,アブソル,あく,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png,https://yakkun.com/sv/zukan/n359
360,ソーナノ,エスパー,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png,https://yakkun.com/sv/zukan/n360
361,ユキワラシ,こおり,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png,https://yakkun.com/sv/zukan/n361
362,オニゴーリ,こおり,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png,https://yakkun.com/sv/zukan/n362
363,タマザラシ,こおり,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png,https://yakkun.com/sv/zukan/n363
364,トドグラー,こおり,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png,https://yakkun.com/sv/zukan/n364
365,トドゼルガ,こおり,みず,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png,https://yakkun.com/sv/zukan/n365
366,パールル,みず,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png,https://yakkun.com/sv/zukan/n366
367,ハンテール,みず,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png,https://yakkun.com/sv/zukan/n367
368,サクラビス,みず,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png,https://yakkun.com/sv/zukan/n368
369,ジーランス,みず,いわ,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png,https://yakkun.com/sv/zukan/n369
370,ラブカス,みず,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png,https://yakkun.com/sv/zukan/n370
371,タツベイ,ドラゴン,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png,https://yakkun.com/sv/zukan/n371
